ensembl_gene_id,external_gene_name,gene_age,gene_Interval,gene_branch
FBGN0040096,LECTIN-33A,35,34-37,25
FBGN0040092,LECTIN-46CB,91,50-132,23
FBGN0054033,CG34033,8,6-11,27
FBGN0040093,LECTIN-46CA,91,50-132,23
FBGN0029514,312,775,753-797,12
FBGN0037094,CG7611,1292,1105-1480,6
FBGN0039478,NEP5,748,743-753,13
FBGN0004797,MDY,1064,1023-1105,7
FBGN0034913,SNAP29,1292,1105-1480,6
FBGN0031414,EYS,987,952-1023,8
FBGN0003475,SPIR,810,797-824,11
FBGN0261394,PROSALPHA3,>4290,>4290,0
FBGN0261395,PROSALPHA3T,>4290,>4290,0
FBGN0032487,SKI6,1714,1660-1768,3
FBGN0027291,L(1)G0156,>4290,>4290,0
FBGN0034946,CG3065,950,948-952,9
FBGN0036784,CG5103,1292,1105-1480,6
FBGN0037607,CG8036,35,34-37,25
FBGN0259241,CG42339,950,948-952,9
FBGN0041188,ATX2,1714,1660-1768,3
FBGN0032715,CG17597,91,50-132,23
FBGN0051802,CG31802,810,797-824,11
FBGN0040010,CG17493,810,797-824,11
FBGN0004832,XPAC,1292,1105-1480,6
FBGN0032450,CG5776,>4290,>4290,0
FBGN0261885,OSA,987,952-1023,8
FBGN0036386,CG8833,987,952-1023,8
FBGN0028717,LNK,810,797-824,11
FBGN0026371,SAK,987,952-1023,8
FBGN0004403,RPS14A,>4290,>4290,0
FBGN0004404,RPS14B,>4290,>4290,0
FBGN0260944,RBP1,22,11-34,26
FBGN0030479,RBP1-LIKE,950,948-952,9
FBGN0285896,BTL,987,952-1023,8
FBGN0010389,HTL,987,952-1023,8
FBGN0001227,HSP67BA,810,797-824,11
FBGN0011296,L(2)EFL,810,797-824,11
FBGN0001225,HSP26,810,797-824,11
FBGN0001229,HSP67BC,810,797-824,11
FBGN0001223,HSP22,91,50-132,23
FBGN0001224,HSP23,810,797-824,11
FBGN0038515,CG5823,1714,1660-1768,3
FBGN0261068,LSM7,1488,1480-1496,5
FBGN0031074,SKPE,22,11-34,26
FBGN0026176,SKPB,91,50-132,23
FBGN0026174,SKPD,22,11-34,26
FBGN0026175,SKPC,22,11-34,26
FBGN0034863,SKPF,1714,1660-1768,3
FBGN0025637,SKPA,1714,1660-1768,3
FBGN0000536,EAS,1714,1660-1768,3
FBGN0015527,PENG,>4290,>4290,0
FBGN0038486,CG5265,1292,1105-1480,6
FBGN0037440,CRAT,1292,1105-1480,6
FBGN0032471,CG5122,1292,1105-1480,6
FBGN0037623,CG9801,987,952-1023,8
FBGN0036500,CG7275,>4290,>4290,0
FBGN0039965,CG13865,987,952-1023,8
FBGN0022942,CBP80,1488,1480-1496,5
FBGN0027106,INX7,775,753-797,12
FBGN0027107,INX6,291,272-310,21
FBGN0024177,ZPG,91,50-132,23
FBGN0030989,INX5,291,272-310,21
FBGN0264299,CG43777,317,310-325,20
FBGN0020508,AG5R2,317,310-325,20
FBGN0052679,CG32679,91,50-132,23
FBGN0035042,CG3640,317,310-325,20
FBGN0260766,CG42564,317,310-325,20
FBGN0036072,CG6628,202,132-272,22
FBGN0261848,CG42780,317,310-325,20
FBGN0050486,CG30486,317,310-325,20
FBGN0037888,SCPR-B,202,132-272,22
FBGN0034624,CG17974,202,132-272,22
FBGN0264297,CG43775,317,310-325,20
FBGN0050488,ANTR,317,310-325,20
FBGN0037879,SCPR-C,202,132-272,22
FBGN0034623,CG9822,317,310-325,20
FBGN0032853,CG10651,317,310-325,20
FBGN0015010,AG5R,317,310-325,20
FBGN0036945,SSK,505,480-530,17
FBGN0050296,RIC-3,592,583-601,15
FBGN0034068,CASP,1488,1480-1496,5
FBGN0030207,CG2887,886,824-948,10
FBGN0263106,DNAJ-1,886,824-948,10
FBGN0034745,CG4329,987,952-1023,8
FBGN0030292,CG11752,3,0-6,28
FBGN0037703,JHDM2,987,952-1023,8
FBGN0020269,MSPO,810,797-824,11
FBGN0038889,FANCM,1488,1480-1496,5
FBGN0259742,CG42360,810,797-824,11
FBGN0036348,CG17687,987,952-1023,8
FBGN0003227,REC,1934,1768-2101,2
FBGN0012051,CALPA,886,824-948,10
FBGN0020767,SPRED,810,797-824,11
FBGN0265101,SGT1,748,743-753,13
FBGN0024987,SSX,556,530-583,16
FBGN0034269,CG6406,950,948-952,9
FBGN0037265,SPARTIN,1064,1023-1105,7
FBGN0003862,TRX,1292,1105-1480,6
FBGN0039472,CG17192,35,34-37,25
FBGN0039476,CG6271,556,530-583,16
FBGN0039471,CG6295,556,530-583,16
FBGN0039470,CG6296,556,530-583,16
FBGN0032973,CG6675,556,530-583,16
FBGN0039475,CG6277,556,530-583,16
FBGN0039474,CG6283,91,50-132,23
FBGN0039473,CG17191,35,34-37,25
FBGN0264979,CG4267,556,530-583,16
FBGN0039344,CG4582,556,530-583,16
FBGN0284256,BSF,1064,1023-1105,7
FBGN0264561,GLG1,950,948-952,9
FBGN0038744,CG4733,202,132-272,22
FBGN0053202,DPR11,556,530-583,16
FBGN0037993,DPR15,556,530-583,16
FBGN0051361,DPR17,556,530-583,16
FBGN0037295,DPR16,556,530-583,16
FBGN0031907,CG5171,291,272-310,21
FBGN0027560,TPS1,556,530-583,16
FBGN0031908,CG5177,291,272-310,21
FBGN0264326,DNAPOL-EPSILON255,>4290,>4290,0
FBGN0016119,ATPSYNCF6,950,948-952,9
FBGN0035585,ATPSYNCF6L,22,11-34,26
FBGN0032219,CG4995,1292,1105-1480,6
FBGN0031488,CG17265,987,952-1023,8
FBGN0036437,CG5048,987,952-1023,8
FBGN0267435,CHP,810,797-824,11
FBGN0036556,CG5830,1488,1480-1496,5
FBGN0037027,HIPP1,886,824-948,10
FBGN0033884,CG13344,987,952-1023,8
FBGN0036932,CG14184,987,952-1023,8
FBGN0034495,CG11788,1714,1660-1768,3
FBGN0005658,ETS65A,987,952-1023,8
FBGN0031690,CG7742,987,952-1023,8
FBGN0030346,CG11802,987,952-1023,8
FBGN0051997,CG31997,556,530-583,16
FBGN0035812,CG7457,22,11-34,26
FBGN0044826,PAK3,>4290,>4290,0
FBGN0038674,CG14285,556,530-583,16
FBGN0029913,CHT11,748,743-753,13
FBGN0036515,AIMP2,987,952-1023,8
FBGN0260943,RBP6,>4290,>4290,0
FBGN0034956,CG4324,91,50-132,23
FBGN0032170,CG4658,950,948-952,9
FBGN0035825,CG8111,505,480-530,17
FBGN0031768,CG12393,950,948-952,9
FBGN0033571,RPB5,>4290,>4290,0
FBGN0042138,CG18815,>4290,>4290,0
FBGN0010194,WNT5,886,824-948,10
FBGN0037853,CG14696,987,952-1023,8
FBGN0037517,CG10086,987,952-1023,8
FBGN0042105,CG18748,987,952-1023,8
FBGN0042102,CG18745,987,952-1023,8
FBGN0042103,CG18746,987,952-1023,8
FBGN0042101,CG18744,987,952-1023,8
FBGN0042104,CG18747,987,952-1023,8
FBGN0037519,CG3014,987,952-1023,8
FBGN0037518,CG2641,987,952-1023,8
FBGN0037521,CG2993,987,952-1023,8
FBGN0037465,CG1105,987,952-1023,8
FBGN0260399,GWL,950,948-952,9
FBGN0013812,DHC93AB,592,583-601,15
FBGN0003890,BETATUB97EF,950,948-952,9
FBGN0038890,CG7956,1488,1480-1496,5
FBGN0014388,STY,886,824-948,10
FBGN0026872,CG14777,592,583-601,15
FBGN0037292,PLH,592,583-601,15
FBGN0029580,CG14778,592,583-601,15
FBGN0261380,MRPL37,950,948-952,9
FBGN0013810,DHC36C,987,952-1023,8
FBGN0050373,CG30373,317,310-325,20
FBGN0260223,CG42497,91,50-132,23
FBGN0051935,CG31935,1064,1023-1105,7
FBGN0031997,PGAP5,886,824-948,10
FBGN0015872,DRIP,950,948-952,9
FBGN0033401,CG1968,1714,1660-1768,3
FBGN0037556,CG9636,810,797-824,11
FBGN0031882,RAB30,>4290,>4290,0
FBGN0035443,CG12010,291,272-310,21
FBGN0039617,DIP-GAMMA,556,530-583,16
FBGN0264574,GLUT1,35,34-37,25
FBGN0031181,IR20A,202,132-272,22
FBGN0051225,IR94F,202,132-272,22
FBGN0039079,IR94G,202,132-272,22
FBGN0039080,IR94H,202,132-272,22
FBGN0243514,EATER,202,132-272,22
FBGN0264954,FD3F,202,132-272,22
FBGN0263773,FOK,202,132-272,22
FBGN0263354,CG42784,202,132-272,22
FBGN0266696,SVIL,202,132-272,22
FBGN0259932,CG42455,202,132-272,22
FBGN0039461,CG5500,202,132-272,22
FBGN0264005,HMX,202,132-272,22
FBGN0037406,OSI1,202,132-272,22
FBGN0052462,CG32462,3,0-6,28
FBGN0264340,CG43796,202,132-272,22
FBGN0263911,COX8,202,132-272,22
FBGN0053985,CG33985,202,132-272,22
FBGN0050364,HUBL,202,132-272,22
FBGN0050366,SWIF,202,132-272,22
FBGN0031292,CG15824,202,132-272,22
FBGN0054040,CG34040,202,132-272,22
FBGN0284080,CG46302,291,272-310,21
FBGN0267253,CG32700,202,132-272,22
FBGN0250836,CG8628,202,132-272,22
FBGN0035713,VELO,291,272-310,21
FBGN0259831,CG34309,202,132-272,22
FBGN0266175,PRE-MOD(MDG4)-P,8,6-11,27
FBGN0261837,PRE-MOD(MDG4)-T,202,132-272,22
FBGN0266172,PRE-MOD(MDG4)-E,202,132-272,22
FBGN0259192,CG42296,202,132-272,22
FBGN0013300,PROTA,202,132-272,22
FBGN0013301,PROTB,202,132-272,22
FBGN0030836,CG8664,91,50-132,23
FBGN0266446,CG45076,291,272-310,21
FBGN0040950,MUC26B,202,132-272,22
FBGN0259236,COMM3,202,132-272,22
FBGN0261529,MS(2)34FE,202,132-272,22
FBGN0262485,CG43075,202,132-272,22
FBGN0037012,RCD2,35,34-37,25
FBGN0261631,CG42714,202,132-272,22
FBGN0025558,CG4101,3,0-6,28
FBGN0036600,CG13043,202,132-272,22
FBGN0036594,CG13047,22,11-34,26
FBGN0263233,ROBLS54B,202,132-272,22
FBGN0028567,ROBL62A,202,132-272,22
FBGN0262508,CG43078,202,132-272,22
FBGN0259238,CG42336,8,6-11,27
FBGN0263029,CG43324,43,37-50,24
FBGN0259715,CG42369,202,132-272,22
FBGN0004172,MST84DA,22,11-34,26
FBGN0262899,CG43254,22,11-34,26
FBGN0038756,CG4783,91,50-132,23
FBGN0053796,CG33796,22,11-34,26
FBGN0053795,CG33795,22,11-34,26
FBGN0263841,CG43702,22,11-34,26
FBGN0085287,CG34258,35,34-37,25
FBGN0053710,CG33710,35,34-37,25
FBGN0259148,CG42263,91,50-132,23
FBGN0085692,CG41561,35,34-37,25
FBGN0037013,CG13250,43,37-50,24
FBGN0266598,KMN2,22,11-34,26
FBGN0051206,CG31206,22,11-34,26
FBGN0262530,CG43084,22,11-34,26
FBGN0004592,EIG71EE,22,11-34,26
FBGN0014849,EIG71EI,22,11-34,26
FBGN0014850,EIG71EJ,91,50-132,23
FBGN0014851,EIG71EK,91,50-132,23
FBGN0262528,CG43082,22,11-34,26
FBGN0261681,CG42728,91,50-132,23
FBGN0262893,CG43248,22,11-34,26
FBGN0036177,CG33268,22,11-34,26
FBGN0036176,CG7377,22,11-34,26
FBGN0037106,CG11307,91,50-132,23
FBGN0086915,MST77F,35,34-37,25
FBGN0052580,MUC14A,22,11-34,26
FBGN0036591,CG13050,22,11-34,26
FBGN0263249,CG43392,22,11-34,26
FBGN0262894,CG43249,22,11-34,26
FBGN0052219,CG32219,35,34-37,25
FBGN0037150,CG7133,35,34-37,25
FBGN0044047,ILP6,35,34-37,25
FBGN0262839,CG43203,35,34-37,25
FBGN0262351,CG43049,91,50-132,23
FBGN0014163,FAX,3,0-6,28
FBGN0260713,CG42544,35,34-37,25
FBGN0262987,CG43295,91,50-132,23
FBGN0262482,CG43072,35,34-37,25
FBGN0015586,ACP76A,22,11-34,26
FBGN0052212,CG32212,22,11-34,26
FBGN0036872,CG12519,22,11-34,26
FBGN0038612,CONA,22,11-34,26
FBGN0264566,CG43938,22,11-34,26
FBGN0267489,PRY,202,132-272,22
FBGN0025616,CG13359,35,34-37,25
FBGN0053893,HIS4:CG33893,91,50-132,23
FBGN0037169,CG11404,35,34-37,25
FBGN0052457,CG32457,22,11-34,26
FBGN0037139,CG14563,22,11-34,26
FBGN0261832,CG42764,35,34-37,25
FBGN0260634,EIF4G2,987,952-1023,8
FBGN0035205,CTR9,1488,1480-1496,5
FBGN0036534,DCP2,1488,1480-1496,5
FBGN0015828,TFIIEALPHA,1488,1480-1496,5
FBGN0031066,COX6B,91,50-132,23
FBGN0261938,MTRNAPOL,1488,1480-1496,5
FBGN0036820,GRX1,950,948-952,9
FBGN0034658,GRX1T,950,948-952,9
FBGN0032671,JMJD4,886,824-948,10
FBGN0003607,SU(VAR)205,950,948-952,9
FBGN0033019,CG10395,987,952-1023,8
FBGN0027363,STAM,1292,1105-1480,6
FBGN0032907,CG9272,>4290,>4290,0
FBGN0032882,NS4,>4290,>4290,0
FBGN0039636,ATG14,950,948-952,9
FBGN0033686,HEN1,1292,1105-1480,6
FBGN0035003,CG15873,291,272-310,21
FBGN0038211,CG9649,91,50-132,23
FBGN0085200,CG34171,43,37-50,24
FBGN0050323,CG30323,43,37-50,24
FBGN0051326,CG31326,91,50-132,23
FBGN0032961,CG1416,>4290,>4290,0
FBGN0015296,SHC,950,948-952,9
FBGN0014340,MOF,1292,1105-1480,6
FBGN0039585,CG1894,22,11-34,26
FBGN0037901,EXD2,1714,1660-1768,3
FBGN0015609,CADN,748,743-753,13
FBGN0051793,CG31793,22,11-34,26
FBGN0010803,TRPRS,>4290,>4290,0
FBGN0039139,METTL3,886,824-948,10
FBGN0037482,CG10055,1488,1480-1496,5
FBGN0039654,BRD8,1488,1480-1496,5
FBGN0283680,IP3K2,1292,1105-1480,6
FBGN0024491,BIN1,1064,1023-1105,7
FBGN0036158,CG6149,91,50-132,23
FBGN0031245,CG3625,987,952-1023,8
FBGN0031244,CG11601,987,952-1023,8
FBGN0085387,SHAKB,775,753-797,12
FBGN0262728,PAL2,987,952-1023,8
FBGN0038666,SMU1,1714,1660-1768,3
FBGN0028292,RIC8A,1488,1480-1496,5
FBGN0034485,CG11099,35,34-37,25
FBGN0259697,NVD,886,824-948,10
FBGN0034962,MAN1,987,952-1023,8
FBGN0035850,ATG18A,291,272-310,21
FBGN0025335,CG4585,341,325-358,19
FBGN0035392,CG1271,1488,1480-1496,5
FBGN0262619,DNALIG1,>4290,>4290,0
FBGN0261014,TER94,1488,1480-1496,5
FBGN0038649,CG7718,1488,1480-1496,5
FBGN0261458,CAPT,1714,1660-1768,3
FBGN0004924,TOP1,1714,1660-1768,3
FBGN0085424,NUB,810,797-824,11
FBGN0004394,PDM2,810,797-824,11
FBGN0037530,EMC1,1714,1660-1768,3
FBGN0037637,ISCU,>4290,>4290,0
FBGN0015286,RALA,987,952-1023,8
FBGN0030663,CG8117,22,11-34,26
FBGN0010422,TFIIS,1488,1480-1496,5
FBGN0030850,STAS,1488,1480-1496,5
FBGN0086355,TPI,>4290,>4290,0
FBGN0034614,CG9752,1714,1660-1768,3
FBGN0051472,SGLL,1488,1480-1496,5
FBGN0030029,CG15343,91,50-132,23
FBGN0051473,CG31473,1488,1480-1496,5
FBGN0027660,BLOT,987,952-1023,8
FBGN0033763,CG8646,987,952-1023,8
FBGN0033890,CTF4,1714,1660-1768,3
FBGN0034644,CG10082,1714,1660-1768,3
FBGN0032956,CUL2,987,952-1023,8
FBGN0011704,RNRS,>4290,>4290,0
FBGN0039909,ND-49,1292,1105-1480,6
FBGN0039219,CG13630,>4290,>4290,0
FBGN0039765,MRPS18C,748,743-753,13
FBGN0029818,GAA1,1488,1480-1496,5
FBGN0029118,SCSBETAG,1064,1023-1105,7
FBGN0003559,SU(F),1488,1480-1496,5
FBGN0039101,CG16710,22,11-34,26
FBGN0033469,CG12133,22,11-34,26
FBGN0261584,CG42694,22,11-34,26
FBGN0042106,CG18754,22,11-34,26
FBGN0038144,CG8870,22,11-34,26
FBGN0039108,CG10232,22,11-34,26
FBGN0038250,CG3505,91,50-132,23
FBGN0051220,CG31220,22,11-34,26
FBGN0051219,CG31219,22,11-34,26
FBGN0262588,CG43125,22,11-34,26
FBGN0033365,CG8170,672,601-743,14
FBGN0040078,PONT,>4290,>4290,0
FBGN0027375,RECQ5,987,952-1023,8
FBGN0031865,NHA1,950,948-952,9
FBGN0263390,NHA2,291,272-310,21
FBGN0032822,CG10466,987,952-1023,8
FBGN0000404,CYCA,987,952-1023,8
FBGN0030058,CG11294,987,952-1023,8
FBGN0036462,MRPL39,950,948-952,9
FBGN0031255,BBS8,987,952-1023,8
FBGN0028837,CSN6,>4290,>4290,0
FBGN0033756,CG17760,22,11-34,26
FBGN0050054,CG30054,22,11-34,26
FBGN0039141,SPAS,1488,1480-1496,5
FBGN0036282,SMYD4-2,1064,1023-1105,7
FBGN0033259,CG11210,1488,1480-1496,5
FBGN0026181,ROK,987,952-1023,8
FBGN0052264,CG32264,987,952-1023,8
FBGN0000339,CNI,1488,1480-1496,5
FBGN0033814,QSOX1,987,952-1023,8
FBGN0038918,CG6690,987,952-1023,8
FBGN0038919,QSOX2,987,952-1023,8
FBGN0051413,CG31413,987,952-1023,8
FBGN0262617,CG43143,886,824-948,10
FBGN0043362,BCHS,987,952-1023,8
FBGN0285911,VPS16A,1714,1660-1768,3
FBGN0024179,WIT,886,824-948,10
FBGN0016059,SEMA1B,775,753-797,12
FBGN0052528,PARVIN,987,952-1023,8
FBGN0051119,HDAC11,987,952-1023,8
FBGN0027492,WDB,>4290,>4290,0
FBGN0033473,CG12128,1488,1480-1496,5
FBGN0023441,FUS,987,952-1023,8
FBGN0030706,LRP4,987,952-1023,8
FBGN0036273,INPP5E,1488,1480-1496,5
FBGN0051251,CG31251,987,952-1023,8
FBGN0266410,CG45050,987,952-1023,8
FBGN0030104,CG15368,987,952-1023,8
FBGN0263750,CG43675,22,11-34,26
FBGN0050011,GEM,987,952-1023,8
FBGN0003885,ALPHATUB84D,1488,1480-1496,5
FBGN0003884,ALPHATUB84B,1488,1480-1496,5
FBGN0031961,CG7102,950,948-952,9
FBGN0005640,EIP63E,1488,1480-1496,5
FBGN0028648,MRPL50,775,753-797,12
FBGN0029504,CHES-1-LIKE,987,952-1023,8
FBGN0052006,CG32006,987,952-1023,8
FBGN0036770,PRESTIN,987,952-1023,8
FBGN0051151,WGE,886,824-948,10
FBGN0001104,GALPHAI,1064,1023-1105,7
FBGN0005564,SHAL,810,797-824,11
FBGN0025582,EIF3E,1714,1660-1768,3
FBGN0028382,CYP33,1488,1480-1496,5
FBGN0017577,MCM5,>4290,>4290,0
FBGN0024362,NAA30A,>4290,>4290,0
FBGN0032635,CG15141,1488,1480-1496,5
FBGN0002526,LANA,987,952-1023,8
FBGN0034694,CG6613,987,952-1023,8
FBGN0052698,CG32698,810,797-824,11
FBGN0023143,UBA1,>4290,>4290,0
FBGN0025740,PLEXB,987,952-1023,8
FBGN0026207,MBO,886,824-948,10
FBGN0011659,MLH1,>4290,>4290,0
FBGN0039741,CG7943,1488,1480-1496,5
FBGN0039431,PLUM,987,952-1023,8
FBGN0034636,TWZ,886,824-948,10
FBGN0033075,PLD,886,824-948,10
FBGN0037063,CG9391,>4290,>4290,0
FBGN0037064,CG9389,>4290,>4290,0
FBGN0036581,MED10,987,952-1023,8
FBGN0069938,CG41106,22,11-34,26
FBGN0036090,CG8009,987,952-1023,8
FBGN0031459,CG2862,987,952-1023,8
FBGN0035625,BLIMP-1,886,824-948,10
FBGN0032156,CG13124,987,952-1023,8
FBGN0005631,ROBO1,987,952-1023,8
FBGN0011481,SSDP,950,948-952,9
FBGN0032030,WDR82,1714,1660-1768,3
FBGN0028369,KIRRE,810,797-824,11
FBGN0003285,RST,810,797-824,11
FBGN0022382,PKA-R2,987,952-1023,8
FBGN0010894,SINU,775,753-797,12
FBGN0033032,KUNE,775,753-797,12
FBGN0003396,SHN,810,797-824,11
FBGN0037102,CRIF,810,797-824,11
FBGN0052499,CDA4,886,824-948,10
FBGN0033485,RPLP0-LIKE,202,132-272,22
FBGN0004907,14-3-3ZETA,987,952-1023,8
FBGN0030556,MRNA-CAP,>4290,>4290,0
FBGN0052344,CG32344,>4290,>4290,0
FBGN0028516,ZNT35C,987,952-1023,8
FBGN0051860,ZNT33D,3,0-6,28
FBGN0035103,VDUP1,748,743-753,13
FBGN0031975,TG,987,952-1023,8
FBGN0035430,CG12009,672,601-743,14
FBGN0053513,NMDAR2,886,824-948,10
FBGN0029092,CED-6,987,952-1023,8
FBGN0012037,ANCE,950,948-952,9
FBGN0016122,ACER,950,948-952,9
FBGN0051202,ALPHA-MAN-IC,91,50-132,23
FBGN0052085,CG32085,886,824-948,10
FBGN0030328,AMUN,1292,1105-1480,6
FBGN0015949,HRG,291,272-310,21
FBGN0040336,SEIPIN,1488,1480-1496,5
FBGN0015278,PI3K68D,1064,1023-1105,7
FBGN0040513,KAPPAB-RAS,1488,1480-1496,5
FBGN0038130,CG8630,748,743-753,13
FBGN0086687,DESAT1,748,743-753,13
FBGN0043043,DESAT2,748,743-753,13
FBGN0029172,FAD2,91,50-132,23
FBGN0261550,CG42668,775,753-797,12
FBGN0034788,CG13532,672,601-743,14
FBGN0034920,CG5597,672,601-743,14
FBGN0033362,CG8172,91,50-132,23
FBGN0031220,CG4822,505,480-530,17
FBGN0031516,CG9663,748,743-753,13
FBGN0020762,ATET,886,824-948,10
FBGN0011455,ND-SGDH,810,797-824,11
FBGN0014396,TIM,1488,1480-1496,5
FBGN0033309,LNPK,1488,1480-1496,5
FBGN0034390,CG15093,1488,1480-1496,5
FBGN0010583,DOCK,775,753-797,12
FBGN0035227,IML1,1714,1660-1768,3
FBGN0035711,CG8519,886,824-948,10
FBGN0038870,OGA,987,952-1023,8
FBGN0010215,ALPHA-CAT,987,952-1023,8
FBGN0030067,RBM13,>4290,>4290,0
FBGN0003861,TRP,950,948-952,9
FBGN0038446,CG14903,1292,1105-1480,6
FBGN0266674,SEC15,1488,1480-1496,5
FBGN0053260,CG33260,1488,1480-1496,5
FBGN0028579,PHTF,886,824-948,10
FBGN0261479,NERO,987,952-1023,8
FBGN0031229,CG3436,1714,1660-1768,3
FBGN0039576,UQCR-14L,1488,1480-1496,5
FBGN0030733,UQCR-14,1488,1480-1496,5
FBGN0038641,CG7708,950,948-952,9
FBGN0040087,P115,1488,1480-1496,5
FBGN0020497,EMB,1934,1768-2101,2
FBGN0262124,UEX,1714,1660-1768,3
FBGN0033785,SANS,886,824-948,10
FBGN0010113,HDC,987,952-1023,8
FBGN0050421,USP15-31,950,948-952,9
FBGN0035632,PPAT-DPCK,987,952-1023,8
FBGN0050456,CG30456,987,952-1023,8
FBGN0034194,CG15611,987,952-1023,8
FBGN0028847,CG9014,202,132-272,22
FBGN0028421,KAP3,987,952-1023,8
FBGN0051145,CG31145,886,824-948,10
FBGN0260964,VMAT,810,797-824,11
FBGN0010355,TAF1,1488,1480-1496,5
FBGN0030447,CG2200,672,601-743,14
FBGN0038546,CG7379,987,952-1023,8
FBGN0015589,APC,987,952-1023,8
FBGN0026598,APC2,987,952-1023,8
FBGN0038593,VPS39,1488,1480-1496,5
FBGN0004638,DRK,987,952-1023,8
FBGN0037280,CG1126,987,952-1023,8
FBGN0083962,CG34126,1488,1480-1496,5
FBGN0052056,SCRAMB1,987,952-1023,8
FBGN0035390,SCRAMB2,987,952-1023,8
FBGN0033783,CG17019,1064,1023-1105,7
FBGN0040022,SET1,1488,1480-1496,5
FBGN0035146,CG13893,987,952-1023,8
FBGN0023083,FRAY,1714,1660-1768,3
FBGN0031968,CG7231,886,824-948,10
FBGN0003210,RB,1714,1660-1768,3
FBGN0034356,PEPCK2,1064,1023-1105,7
FBGN0003067,PEPCK1,1064,1023-1105,7
FBGN0042641,FRC,987,952-1023,8
FBGN0052479,USP10,1488,1480-1496,5
FBGN0085432,PAN,987,952-1023,8
FBGN0011692,PAV,1488,1480-1496,5
FBGN0041004,CG17715,987,952-1023,8
FBGN0000405,CYCB,1934,1768-2101,2
FBGN0010314,CKS30A,>4290,>4290,0
FBGN0034842,PROSBETA5R1,>4290,>4290,0
FBGN0051742,PROSBETA5R2,>4290,>4290,0
FBGN0029134,PROSBETA5,>4290,>4290,0
FBGN0263968,NONC,1064,1023-1105,7
FBGN0032967,CG1428,886,824-948,10
FBGN0037964,CG14731,886,824-948,10
FBGN0031465,CG3123,886,824-948,10
FBGN0032964,CG11630,43,37-50,24
FBGN0032338,CG16854,886,824-948,10
FBGN0051933,CG31933,43,37-50,24
FBGN0022344,CG10340,950,948-952,9
FBGN0037536,CG2698,987,952-1023,8
FBGN0030605,ND-B18,1488,1480-1496,5
FBGN0032781,RTCB,>4290,>4290,0
FBGN0040324,EPHRIN,886,824-948,10
FBGN0027549,CG7927,1714,1660-1768,3
FBGN0033169,CG11123,950,948-952,9
FBGN0041775,TRAL,1714,1660-1768,3
FBGN0032593,TRPGAMMA,950,948-952,9
FBGN0003074,PGI,>4290,>4290,0
FBGN0036188,CG7339,1488,1480-1496,5
FBGN0016930,DYRK2,950,948-952,9
FBGN0037758,CG9467,987,952-1023,8
FBGN0028836,CSN7,1488,1480-1496,5
FBGN0026079,NSUN2,1488,1480-1496,5
FBGN0033260,CUL4,317,310-325,20
FBGN0002887,MUS201,1714,1660-1768,3
FBGN0261881,L(2)35BE,987,952-1023,8
FBGN0036663,CG9674,886,824-948,10
FBGN0037073,TSR1,>4290,>4290,0
FBGN0015521,RPS21,>4290,>4290,0
FBGN0032222,CG5037,1714,1660-1768,3
FBGN0027498,CG2061,950,948-952,9
FBGN0037141,DNAPOL-ETA,1292,1105-1480,6
FBGN0017561,ORK1,810,797-824,11
FBGN0034229,CG4847,22,11-34,26
FBGN0038309,AMT,987,952-1023,8
FBGN0036227,CG17826,91,50-132,23
FBGN0051077,CG31077,91,50-132,23
FBGN0264488,CG43896,341,325-358,19
FBGN0033174,CG11125,35,34-37,25
FBGN0023524,CG3078,775,753-797,12
FBGN0038598,CG7131,202,132-272,22
FBGN0034105,CG7755,91,50-132,23
FBGN0031403,CG15387,886,824-948,10
FBGN0004926,EIF2BETA,886,824-948,10
FBGN0035164,CG13901,419,358-480,18
FBGN0031041,CG12788,91,50-132,23
FBGN0030077,CG15365,810,797-824,11
FBGN0015513,MBC,22,11-34,26
FBGN0033389,RAD51D,22,11-34,26
FBGN0003480,SPN-B,1488,1480-1496,5
FBGN0020304,DRONGO,202,132-272,22
FBGN0051989,CAP-D3,202,132-272,22
FBGN0022800,CAD96CA,987,952-1023,8
FBGN0039129,RPS19B,8,6-11,27
FBGN0031652,JET,91,50-132,23
FBGN0053643,CG33643,91,50-132,23
FBGN0053645,CG33645,91,50-132,23
FBGN0053647,CG33647,91,50-132,23
FBGN0053644,CG33644,91,50-132,23
FBGN0028943,CG15638,91,50-132,23
FBGN0028942,CG16852,91,50-132,23
FBGN0051477,ATPSYNEPSILONL,419,358-480,18
FBGN0045473,GR85A,43,37-50,24
FBGN0052645,CG32645,419,358-480,18
FBGN0051784,CG31784,91,50-132,23
FBGN0083942,CG34106,91,50-132,23
FBGN0085198,CG34169,91,50-132,23
FBGN0045487,GR36A,91,50-132,23
FBGN0045486,GR36B,91,50-132,23
FBGN0045485,GR36C,91,50-132,23
FBGN0046888,CG31750,43,37-50,24
FBGN0032453,CG6180,91,50-132,23
FBGN0032454,CG5787,91,50-132,23
FBGN0032455,PIH1D1,91,50-132,23
FBGN0032457,CG15483,43,37-50,24
FBGN0032462,CG16800,202,132-272,22
FBGN0028965,A16,202,132-272,22
FBGN0032472,CG9928,43,37-50,24
FBGN0036703,CG7707,91,50-132,23
FBGN0032473,KMG,91,50-132,23
FBGN0032476,CG5439,91,50-132,23
FBGN0032479,CG16974,202,132-272,22
FBGN0037811,CG12592,3,0-6,28
FBGN0085422,CG34393,202,132-272,22
