ensembl_gene_id,external_gene_name,gene_age,gene_Interval,gene_branch
ENSMUSG00000094001,VMN1R122,1,0-3,37
ENSMUSG00000096244,AC102264.1,5,3-7,36
ENSMUSG00000094981,GM8653,1,0-3,37
ENSMUSG00000058631,VMN1R63,5,3-7,36
ENSMUSG00000096859,VMN1R176,5,3-7,36
ENSMUSG00000117744,VMN1R59,1,0-3,37
ENSMUSG00000096348,GM10666,5,3-7,36
ENSMUSG00000096164,VMN1R93,5,3-7,36
ENSMUSG00000094545,VMN1R101,1,0-3,37
ENSMUSG00000095973,VMN1R116,1,0-3,37
ENSMUSG00000062598,VMN1R178,50,45-55,30
ENSMUSG00000095201,VMN1R91,5,3-7,36
ENSMUSG00000094879,VMN1R129,1,0-3,37
ENSMUSG00000095837,GM4141,5,3-7,36
ENSMUSG00000093890,VMN1R127,1,0-3,37
ENSMUSG00000096663,VMN1R103,1,0-3,37
ENSMUSG00000040614,NLRP9C,5,3-7,36
ENSMUSG00000060508,NLRP9B,50,45-55,30
ENSMUSG00000054102,NLRP9A,50,45-55,30
ENSMUSG00000055633,ZFP580,382,352-413,18
ENSMUSG00000043290,ZFP784,168,159-177,21
ENSMUSG00000061374,FIZ1,168,159-177,21
ENSMUSG00000051184,ZFP524,77,73-82,26
ENSMUSG00000109129,GM44973,77,73-82,26
ENSMUSG00000110221,GM36210,5,3-7,36
ENSMUSG00000013091,TMEM190,168,159-177,21
ENSMUSG00000092518,FAM71E2,132,105-159,22
ENSMUSG00000035390,BRSK1,424,413-435,17
ENSMUSG00000035429,PTPRH,382,352-413,18
ENSMUSG00000035177,NLRP2,132,105-159,22
ENSMUSG00000062524,NCR1,168,159-177,21
ENSMUSG00000074417,GM14548,168,159-177,21
ENSMUSG00000074419,GM15448,168,159-177,21
ENSMUSG00000089942,PIRA2,168,159-177,21
ENSMUSG00000070873,LILRA5,168,159-177,21
ENSMUSG00000058818,PIRB,168,159-177,21
ENSMUSG00000030427,LILRA6,168,159-177,21
ENSMUSG00000081665,GM15922,168,159-177,21
ENSMUSG00000055541,LAIR1,50,45-55,30
ENSMUSG00000024948,MAP4K2,382,352-413,18
ENSMUSG00000049598,VSIG8,382,352-413,18
ENSMUSG00000026546,CFAP45,454,435-473,16
ENSMUSG00000037995,IGSF9,424,413-435,17
ENSMUSG00000021078,TOMM20L,39,33-45,31
ENSMUSG00000029616,ERP29,544,473-615,15
ENSMUSG00000029456,ACAD10,1714,1660-1768,3
ENSMUSG00000042647,ACAD12,1714,1660-1768,3
ENSMUSG00000029431,B3GNT4,454,435-473,16
ENSMUSG00000029467,ATP2A2,>4290,>4290,0
ENSMUSG00000061882,CCDC62,544,473-615,15
ENSMUSG00000047635,2810006K23RIK,645,615-676,14
ENSMUSG00000034063,4930590J08RIK,382,352-413,18
ENSMUSG00000055385,RNF212,5,3-7,36
ENSMUSG00000024079,EIF2AK2,454,435-473,16
ENSMUSG00000024074,CRIM1,680,676-684,13
ENSMUSG00000039342,ANKAR,987,952-1023,8
ENSMUSG00000026100,MSTN,424,413-435,17
ENSMUSG00000047940,STPG2,950,948-952,9
ENSMUSG00000028152,TSPAN5,332,312-352,19
ENSMUSG00000073856,IQCK,950,948-952,9
ENSMUSG00000058420,SYT17,645,615-676,14
ENSMUSG00000090173,FBXW10,950,948-952,9
ENSMUSG00000045174,AMER3,544,473-615,15
ENSMUSG00000062901,KLHL24,987,952-1023,8
ENSMUSG00000078179,RNF148,30,29-33,32
ENSMUSG00000078307,AI593442,544,473-615,15
ENSMUSG00000034584,EXPH5,382,352-413,18
ENSMUSG00000095365,RBM31Y,39,33-45,31
ENSMUSG00000029328,HNRNPDL,544,473-615,15
ENSMUSG00000024811,TNKS2,680,676-684,13
ENSMUSG00000037266,RSRP1,332,312-352,19
ENSMUSG00000050989,SELENON,332,312-352,19
ENSMUSG00000037366,PAFAH2,1934,1768-2101,2
ENSMUSG00000028834,TRIM63,645,615-676,14
ENSMUSG00000026124,CFC1,382,352-413,18
ENSMUSG00000062296,TRANK1,645,615-676,14
ENSMUSG00000037973,ITPRID1,382,352-413,18
ENSMUSG00000002930,PPP1R17,424,413-435,17
ENSMUSG00000017405,NEK8,987,952-1023,8
ENSMUSG00000037857,NUFIP2,544,473-615,15
ENSMUSG00000024532,1700034E13RIK,950,948-952,9
ENSMUSG00000034394,LIF,382,352-413,18
ENSMUSG00000024247,PKDCC,645,615-676,14
ENSMUSG00000039742,FAM71F1,244,177-312,20
ENSMUSG00000059201,LEP,424,413-435,17
ENSMUSG00000029707,FSCN3,680,676-684,13
ENSMUSG00000051243,ISLR2,332,312-352,19
ENSMUSG00000037716,CCDC33,680,676-684,13
ENSMUSG00000066383,IQCF1,168,159-177,21
ENSMUSG00000091129,IQCF6,168,159-177,21
ENSMUSG00000066382,IQCF5,168,159-177,21
ENSMUSG00000041009,IQCF4,168,159-177,21
ENSMUSG00000118396,IQCF3,39,33-45,31
ENSMUSG00000070473,CLDN3,645,615-676,14
ENSMUSG00000078954,ARHGAP8,645,615-676,14
ENSMUSG00000022435,UPK3A,454,435-473,16
ENSMUSG00000022434,FAM118A,332,312-352,19
ENSMUSG00000041817,FAM169A,645,615-676,14
ENSMUSG00000040296,DDX58,680,676-684,13
ENSMUSG00000040596,POGK,168,159-177,21
ENSMUSG00000111611,OLFR157,93,90-96,24
ENSMUSG00000051593,OLFR272,168,159-177,21
ENSMUSG00000043385,OLFR267,168,159-177,21
ENSMUSG00000082216,OLFR271-PS1,5,3-7,36
ENSMUSG00000111338,OLFR29-PS1,1,0-3,37
ENSMUSG00000046450,OLFR71,168,159-177,21
ENSMUSG00000110970,OLFR156,24,21-29,33
ENSMUSG00000070983,OLFR270,332,312-352,19
ENSMUSG00000044801,OLFR159,168,159-177,21
ENSMUSG00000049648,OLFR273,168,159-177,21
ENSMUSG00000071000,OLFR155,168,159-177,21
ENSMUSG00000030340,SCNN1A,454,435-473,16
ENSMUSG00000030337,VAMP1,332,312-352,19
ENSMUSG00000072770,ACRBP,382,352-413,18
ENSMUSG00000030329,PIANP,424,413-435,17
ENSMUSG00000038390,GPR162,645,615-676,14
ENSMUSG00000055172,C1RA,950,948-952,9
ENSMUSG00000098470,C1RB,950,948-952,9
ENSMUSG00000041791,CAPZA3,544,473-615,15
ENSMUSG00000092164,RERGL,645,615-676,14
ENSMUSG00000022020,NAA16,1934,1768-2101,2
ENSMUSG00000029541,CYP2W1,382,352-413,18
ENSMUSG00000016252,ATP5E,244,177-312,20
ENSMUSG00000060445,SYCP2,680,676-684,13
ENSMUSG00000034903,COBLL1,544,473-615,15
ENSMUSG00000035383,PMCH,454,435-473,16
ENSMUSG00000020250,TXNRD1,454,435-473,16
ENSMUSG00000102018,IQANK1,77,73-82,26
ENSMUSG00000022565,PLEC,645,615-676,14
ENSMUSG00000049653,SPATC1,454,435-473,16
ENSMUSG00000060794,TSSK5,71,71-73,27
ENSMUSG00000022557,BOP1,>4290,>4290,0
ENSMUSG00000116376,TMEM249,5,3-7,36
ENSMUSG00000068391,CHRAC1,544,473-615,15
ENSMUSG00000033486,CATSPER2,1714,1660-1768,3
ENSMUSG00000048521,CXCR6,544,473-615,15
ENSMUSG00000079227,CCR5,382,352-413,18
ENSMUSG00000064039,CCR1L1,382,352-413,18
ENSMUSG00000025804,CCR1,382,352-413,18
ENSMUSG00000095667,OLFR854,382,352-413,18
ENSMUSG00000048391,OLFR843,24,21-29,33
ENSMUSG00000051414,OLFR829,382,352-413,18
ENSMUSG00000058659,OLFR58,24,21-29,33
ENSMUSG00000110555,OLFR863-PS1,1,0-3,37
ENSMUSG00000094678,OLFR857,1,0-3,37
ENSMUSG00000066905,OLFR860,5,3-7,36
ENSMUSG00000095448,OLFR859,24,21-29,33
ENSMUSG00000063842,OLFR862,24,21-29,33
ENSMUSG00000057551,ZFP317,168,159-177,21
ENSMUSG00000059623,OLFR39,382,352-413,18
ENSMUSG00000051118,OLFR77,24,21-29,33
ENSMUSG00000044454,OLFR867,382,352-413,18
ENSMUSG00000066897,OLFR872,382,352-413,18
ENSMUSG00000050803,OLFR866,24,21-29,33
ENSMUSG00000044106,OLFR868,24,21-29,33
ENSMUSG00000058491,OLFR869,382,352-413,18
ENSMUSG00000049028,OLFR873,382,352-413,18
ENSMUSG00000038742,ANGPTL6,382,352-413,18
ENSMUSG00000037405,ICAM1,132,105-159,22
ENSMUSG00000001014,ICAM4,168,159-177,21
ENSMUSG00000032174,ICAM5,168,159-177,21
ENSMUSG00000053593,FATE1,132,105-159,22
ENSMUSG00000031344,GABRQ,382,352-413,18
ENSMUSG00000020434,4921536K21RIK,132,105-159,22
ENSMUSG00000047205,DUSP18,382,352-413,18
ENSMUSG00000058755,OSM,132,105-159,22
ENSMUSG00000087035,TMEM74BOS,5,3-7,36
ENSMUSG00000032680,6820408C15RIK,168,159-177,21
ENSMUSG00000049560,DEFB20,132,105-159,22
ENSMUSG00000074681,DEFB23,132,105-159,22
ENSMUSG00000074680,DEFB26,39,33-45,31
ENSMUSG00000044249,DEFB29,62,55-70,29
ENSMUSG00000056544,DEFB21,50,45-55,30
ENSMUSG00000062124,DEFB45,86,82-90,25
ENSMUSG00000044863,DEFB36,132,105-159,22
ENSMUSG00000074678,DEFB25,132,105-159,22
ENSMUSG00000074676,FOXS1,101,96-105,23
ENSMUSG00000070420,ZSCAN25,132,105-159,22
ENSMUSG00000007812,ZFP655,168,159-177,21
ENSMUSG00000055991,ZKSCAN5,168,159-177,21
ENSMUSG00000029627,ZKSCAN14,132,105-159,22
ENSMUSG00000093910,ZFP853,382,352-413,18
ENSMUSG00000046658,ZFP316,168,159-177,21
ENSMUSG00000029587,ZFP12,168,159-177,21
ENSMUSG00000029586,SPDYE4B,1,0-3,37
ENSMUSG00000039296,SPDYE4A,244,177-312,20
ENSMUSG00000005681,APOA2,168,159-177,21
ENSMUSG00000058715,FCER1G,168,159-177,21
ENSMUSG00000015355,CD48,132,105-159,22
ENSMUSG00000026547,TAGLN2,332,312-352,19
ENSMUSG00000070504,FCRL6,30,29-33,32
ENSMUSG00000037924,OLFR16,382,352-413,18
ENSMUSG00000062527,OLFR1408,39,33-45,31
ENSMUSG00000058981,OLFR1406,39,33-45,31
ENSMUSG00000049456,OLFR1404,382,352-413,18
ENSMUSG00000046643,OLFR218,382,352-413,18
ENSMUSG00000073490,IFI207,77,73-82,26
ENSMUSG00000043263,IFI209,77,73-82,26
ENSMUSG00000026535,IFI202B,5,3-7,36
ENSMUSG00000037849,IFI206,5,3-7,36
ENSMUSG00000039997,IFI203,5,3-7,36
ENSMUSG00000073489,IFI204,168,159-177,21
ENSMUSG00000090272,MNDAL,168,159-177,21
ENSMUSG00000054203,IFI205,168,159-177,21
ENSMUSG00000026536,IFI211,168,159-177,21
ENSMUSG00000047048,OLFR432,382,352-413,18
ENSMUSG00000046486,OLFR231,382,352-413,18
ENSMUSG00000059371,OLFR427,86,82-90,25
ENSMUSG00000051528,OLFR424,39,33-45,31
ENSMUSG00000091950,OLFR421-PS1,39,33-45,31
ENSMUSG00000026532,SPTA1,244,177-312,20
ENSMUSG00000050788,OLFR419,382,352-413,18
ENSMUSG00000051509,OLFR414,39,33-45,31
ENSMUSG00000102252,SNRPN,168,159-177,21
ENSMUSG00000045474,OLFR1368,86,82-90,25
ENSMUSG00000036721,ZSCAN12,30,29-33,32
ENSMUSG00000054931,ZKSCAN4,132,105-159,22
ENSMUSG00000021327,ZKSCAN3,132,105-159,22
ENSMUSG00000022228,ZSCAN26,132,105-159,22
ENSMUSG00000063894,ZKSCAN8,168,159-177,21
ENSMUSG00000054890,OLFR1535,39,33-45,31
ENSMUSG00000051258,OLFR1362,93,90-96,24
ENSMUSG00000049737,OLFR1361,168,159-177,21
ENSMUSG00000036658,OLFR11,244,177-312,20
ENSMUSG00000062727,HIST1H2BK,1,0-3,37
ENSMUSG00000058385,HIST1H2BG,1,0-3,37
ENSMUSG00000067455,HIST1H4J,332,312-352,19
ENSMUSG00000069302,HIST1H2AH,50,45-55,30
ENSMUSG00000068854,HIST2H2BE,244,177-312,20
ENSMUSG00000095125,VMN1R198,5,3-7,36
ENSMUSG00000099787,VMN1R192,86,82-90,25
ENSMUSG00000069297,VMN1R194,86,82-90,25
ENSMUSG00000094379,VMN1R202,86,82-90,25
ENSMUSG00000069280,VMN1R223,86,82-90,25
ENSMUSG00000094637,VMN1R204,5,3-7,36
ENSMUSG00000115697,VMN1R216,86,82-90,25
ENSMUSG00000099917,VMN1R215,86,82-90,25
ENSMUSG00000115020,VMN1R218,86,82-90,25
ENSMUSG00000069296,VMN1R195,39,33-45,31
ENSMUSG00000037847,NMRK1,544,473-615,15
ENSMUSG00000043298,SMCO3,332,312-352,19
ENSMUSG00000058099,NFAM1,332,312-352,19
ENSMUSG00000068099,1500009C09RIK,544,473-615,15
ENSMUSG00000068117,MEI1,645,615-676,14
ENSMUSG00000063480,SNU13,1934,1768-2101,2
ENSMUSG00000050439,ENTHD1,332,312-352,19
ENSMUSG00000117874,GM50318,1,0-3,37
ENSMUSG00000024352,SPATA24,680,676-684,13
ENSMUSG00000036196,SLC26A8,332,312-352,19
ENSMUSG00000028597,GPX7,886,824-948,10
ENSMUSG00000041138,NME8,332,312-352,19
ENSMUSG00000021322,AOAH,382,352-413,18
ENSMUSG00000033963,FANCD2OS,544,473-615,15
ENSMUSG00000031700,GPT2,>4290,>4290,0
ENSMUSG00000031698,MYLK3,645,615-676,14
ENSMUSG00000031697,ORC6,645,615-676,14
ENSMUSG00000035930,CHST4,382,352-413,18
ENSMUSG00000031722,HP,382,352-413,18
ENSMUSG00000031930,WWP2,424,413-435,17
ENSMUSG00000000303,CDH1,886,824-948,10
ENSMUSG00000062380,TUBB3,544,473-615,15
ENSMUSG00000032815,FANCA,544,473-615,15
ENSMUSG00000006587,SNAI3,950,948-952,9
ENSMUSG00000020953,COCH,645,615-676,14
ENSMUSG00000035181,HEATR5A,1578,1496-1660,4
ENSMUSG00000029655,N4BP2L2,544,473-615,15
ENSMUSG00000041132,N4BP2L1,382,352-413,18
ENSMUSG00000056602,FRY,424,413-435,17
ENSMUSG00000029657,HSPH1,>4290,>4290,0
ENSMUSG00000042817,FLT3,544,473-615,15
ENSMUSG00000029646,CDX2,645,615-676,14
ENSMUSG00000029641,RASL11A,645,615-676,14
ENSMUSG00000029640,USP12,1578,1496-1660,4
ENSMUSG00000039865,SLC44A3,1578,1496-1660,4
ENSMUSG00000089911,MFSD14A,>4290,>4290,0
ENSMUSG00000105103,GM43191,>4290,>4290,0
ENSMUSG00000068696,GPR88,680,676-684,13
ENSMUSG00000009545,KCNQ1,544,473-615,15
ENSMUSG00000045752,TSSC4,544,473-615,15
ENSMUSG00000000244,TSPAN32,382,352-413,18
ENSMUSG00000045004,SPATA21,1714,1660-1768,3
ENSMUSG00000022441,EFCAB6,1714,1660-1768,3
ENSMUSG00000025068,GSTO1,454,435-473,16
ENSMUSG00000033033,CALHM2,680,676-684,13
ENSMUSG00000071226,CECR2,>4290,>4290,0
ENSMUSG00000004902,SLC25A18,382,352-413,18
ENSMUSG00000079509,ZFX,544,473-615,15
ENSMUSG00000018209,STK4,424,413-435,17
ENSMUSG00000017707,SERINC3,1714,1660-1768,3
ENSMUSG00000039639,KCNE1,454,435-473,16
ENSMUSG00000039456,MORC3,544,473-615,15
ENSMUSG00000040785,TTC3,680,676-684,13
ENSMUSG00000040732,ERG,544,473-615,15
ENSMUSG00000022895,ETS2,645,615-676,14
ENSMUSG00000045275,LCA5L,544,473-615,15
ENSMUSG00000022938,FAM3B,645,615-676,14
ENSMUSG00000057182,SCN3A,424,413-435,17
ENSMUSG00000075318,SCN2A,382,352-413,18
ENSMUSG00000064329,SCN1A,382,352-413,18
ENSMUSG00000075302,ERICH2,544,473-615,15
ENSMUSG00000033147,SLC22A15,1578,1496-1660,4
ENSMUSG00000044313,MAB21L3,544,473-615,15
ENSMUSG00000022696,SIDT1,645,615-676,14
ENSMUSG00000078938,SYCE3,424,413-435,17
ENSMUSG00000027867,SPAG17,950,948-952,9
ENSMUSG00000039620,TRMT9B,645,615-676,14
ENSMUSG00000067219,NIPAL1,>4290,>4290,0
ENSMUSG00000029152,OCIAD1,645,615-676,14
ENSMUSG00000010796,ASZ1,424,413-435,17
ENSMUSG00000042708,SHCBP1L,680,676-684,13
ENSMUSG00000066800,RNASEL,544,473-615,15
ENSMUSG00000042641,RGSL1,424,413-435,17
ENSMUSG00000026469,XPR1,680,676-684,13
ENSMUSG00000056708,IER5,544,473-615,15
ENSMUSG00000058672,TUBB2A,5,3-7,36
ENSMUSG00000071451,PSMG4,332,312-352,19
ENSMUSG00000021415,4933417A18RIK,168,159-177,21
ENSMUSG00000050423,PPP1R3G,332,312-352,19
ENSMUSG00000078639,GM12695,168,159-177,21
ENSMUSG00000030790,ADM,544,473-615,15
ENSMUSG00000034825,NRIP3,680,676-684,13
ENSMUSG00000079502,CFAP77,987,952-1023,8
ENSMUSG00000031022,BC051019,950,948-952,9
ENSMUSG00000009114,2610028H24RIK,645,615-676,14
ENSMUSG00000038525,ARMC10,544,473-615,15
ENSMUSG00000028771,PTPN12,645,615-676,14
ENSMUSG00000039987,PHTF2,886,824-948,10
ENSMUSG00000038459,ABHD17C,645,615-676,14
ENSMUSG00000038570,SAXO2,987,952-1023,8
ENSMUSG00000070469,ADAMTSL3,886,824-948,10
ENSMUSG00000027361,GABPB1,544,473-615,15
ENSMUSG00000027209,FAM227B,168,159-177,21
ENSMUSG00000032186,TMOD2,382,352-413,18
ENSMUSG00000052485,TMEM171,544,473-615,15
ENSMUSG00000021643,SERF1,382,352-413,18
ENSMUSG00000048924,CCDC125,544,473-615,15
ENSMUSG00000021620,ACOT12,454,435-473,16
ENSMUSG00000021615,XRCC4,544,473-615,15
ENSMUSG00000028492,SAXO1,332,312-352,19
ENSMUSG00000062203,GSPT1,544,473-615,15
ENSMUSG00000022429,DMC1,>4290,>4290,0
ENSMUSG00000022427,TOMM22,950,948-952,9
ENSMUSG00000042622,MAFF,680,676-684,13
ENSMUSG00000009035,TMEM184B,810,797-824,11
ENSMUSG00000022433,CSNK1E,987,952-1023,8
ENSMUSG00000047888,TNRC6B,544,473-615,15
ENSMUSG00000049521,CDC42EP1,454,435-473,16
ENSMUSG00000116069,GM49510,1,0-3,37
ENSMUSG00000022436,SH3BP1,544,473-615,15
ENSMUSG00000022428,CBY1,544,473-615,15
ENSMUSG00000030214,PLBD1,454,435-473,16
ENSMUSG00000033287,KCTD17,454,435-473,16
ENSMUSG00000042638,GUCY2C,987,952-1023,8
ENSMUSG00000030922,LYRM1,544,473-615,15
ENSMUSG00000048787,DCUN1D3,810,797-824,11
ENSMUSG00000032743,D430042O09RIK,645,615-676,14
ENSMUSG00000024187,FAM234A,645,615-676,14
ENSMUSG00000024188,LUC7L,1292,1105-1480,6
ENSMUSG00000006154,EPS8L1,987,952-1023,8
ENSMUSG00000070568,SLC6A21,544,473-615,15
ENSMUSG00000070570,SLC17A7,1714,1660-1768,3
ENSMUSG00000038738,SHANK1,645,615-676,14
ENSMUSG00000030816,RNF40,1578,1496-1660,4
ENSMUSG00000030815,PHKG2,454,435-473,16
ENSMUSG00000057176,CCDC189,168,159-177,21
ENSMUSG00000021961,4930578I06RIK,680,676-684,13
ENSMUSG00000015120,UBE2I,>4290,>4290,0
ENSMUSG00000016946,KCTD5,454,435-473,16
ENSMUSG00000024122,PDPK1,1714,1660-1768,3
ENSMUSG00000015126,TSR3,645,615-676,14
ENSMUSG00000035521,GNPTG,987,952-1023,8
ENSMUSG00000053553,3110082I17RIK,987,952-1023,8
ENSMUSG00000044092,C130050O18RIK,71,71-73,27
ENSMUSG00000067722,BC003965,544,473-615,15
ENSMUSG00000063236,1110038F14RIK,645,615-676,14
ENSMUSG00000022515,ANKS3,987,952-1023,8
ENSMUSG00000025737,WDR24,1714,1660-1768,3
ENSMUSG00000025735,RHBDL1,645,615-676,14
ENSMUSG00000096210,H1F0,454,435-473,16
ENSMUSG00000093593,GM20683,1714,1660-1768,3
ENSMUSG00000025733,RHOT2,1714,1660-1768,3
ENSMUSG00000073434,WDR90,987,952-1023,8
ENSMUSG00000049871,NLRC3,544,473-615,15
ENSMUSG00000042978,SBK1,645,615-676,14
ENSMUSG00000008435,RDH13,680,676-684,13
ENSMUSG00000036775,DECR2,1578,1496-1660,4
ENSMUSG00000037098,RAB11FIP3,987,952-1023,8
ENSMUSG00000024170,TELO2,1578,1496-1660,4
ENSMUSG00000024169,IFT140,987,952-1023,8
ENSMUSG00000024168,TMEM204,645,615-676,14
ENSMUSG00000002274,METRN,645,615-676,14
ENSMUSG00000039615,STUB1,1578,1496-1660,4
ENSMUSG00000025727,A930017K11RIK,645,615-676,14
ENSMUSG00000005417,MPRIP,810,797-824,11
ENSMUSG00000025085,ABLIM1,544,473-615,15
ENSMUSG00000073436,EME2,77,73-82,26
ENSMUSG00000039183,NUBP2,1714,1660-1768,3
ENSMUSG00000024121,ATP6V0C,>4290,>4290,0
ENSMUSG00000036473,TBC1D24,5,3-7,36
ENSMUSG00000117406,NTN3,645,615-676,14
ENSMUSG00000037326,CAPN15,1714,1660-1768,3
ENSMUSG00000021815,MSS51,645,615-676,14
ENSMUSG00000034951,COG7,1578,1496-1660,4
ENSMUSG00000063317,USP31,645,615-676,14
ENSMUSG00000039628,HS3ST6,886,824-948,10
ENSMUSG00000047085,LRRC4B,645,615-676,14
ENSMUSG00000012777,ACP4,454,435-473,16
ENSMUSG00000038670,MYBPC2,950,948-952,9
ENSMUSG00000040428,PLEKHA4,544,473-615,15
ENSMUSG00000003863,PPFIA3,987,952-1023,8
ENSMUSG00000030827,FGF21,680,676-684,13
ENSMUSG00000022101,FGF17,680,676-684,13
ENSMUSG00000021974,FGF9,680,676-684,13
ENSMUSG00000036585,FGF1,680,676-684,13
ENSMUSG00000052406,REXO4,1578,1496-1660,4
ENSMUSG00000022940,PIGP,645,615-676,14
ENSMUSG00000024510,FTMT,950,948-952,9
ENSMUSG00000062382,FTL1-PS1,950,948-952,9
ENSMUSG00000050708,FTL1,950,948-952,9
ENSMUSG00000075002,GM813,24,21-29,33
ENSMUSG00000055809,DNAAF3,987,952-1023,8
ENSMUSG00000064179,TNNT1,544,473-615,15
ENSMUSG00000007783,CPT1C,987,952-1023,8
ENSMUSG00000046574,PRR12,544,473-615,15
ENSMUSG00000003184,IRF3,987,952-1023,8
ENSMUSG00000038260,TRPM4,680,676-684,13
ENSMUSG00000027168,PAX6,645,615-676,14
ENSMUSG00000024173,TPSAB1,382,352-413,18
ENSMUSG00000033825,TPSB2,382,352-413,18
ENSMUSG00000033200,TPSG1,62,55-70,29
ENSMUSG00000024171,PRSS28,24,21-29,33
ENSMUSG00000034039,PRSS29,77,73-82,26
ENSMUSG00000001034,MAPK7,>4290,>4290,0
ENSMUSG00000030804,GM21974,987,952-1023,8
ENSMUSG00000096145,VKORC1,987,952-1023,8
ENSMUSG00000045631,TMPRSS12,244,177-312,20
ENSMUSG00000049013,PRSS48,132,105-159,22
ENSMUSG00000048992,PRSS32,70,70-71,28
ENSMUSG00000029909,PRSS37,168,159-177,21
ENSMUSG00000104630,TRGJ3,14,8-21,34
ENSMUSG00000098799,TRGJ4,14,8-21,34
ENSMUSG00000006720,ZFP184,77,73-82,26
ENSMUSG00000075031,HIST1H2BB,39,33-45,31
ENSMUSG00000090863,A530084C06RIK,14,8-21,34
ENSMUSG00000090853,GM17364,14,8-21,34
ENSMUSG00000053181,A830005F24RIK,8,7-8,35
ENSMUSG00000091768,GM17617,14,8-21,34
ENSMUSG00000062705,TPBPB,39,33-45,31
ENSMUSG00000033834,TPBPA,39,33-45,31
ENSMUSG00000074847,GM10775,5,3-7,36
ENSMUSG00000035834,POLR3G,24,21-29,33
ENSMUSG00000091109,GM17622,39,33-45,31
ENSMUSG00000052075,1700029F12RIK,8,7-8,35
ENSMUSG00000067122,GM10198,14,8-21,34
ENSMUSG00000063846,GM21731,39,33-45,31
ENSMUSG00000094237,AF067063,39,33-45,31
ENSMUSG00000056718,GM13199,14,8-21,34
ENSMUSG00000025783,4930412O13RIK,14,8-21,34
ENSMUSG00000079602,9230102O04RIK,14,8-21,34
ENSMUSG00000091312,GM17490,39,33-45,31
ENSMUSG00000054057,A930004D18RIK,14,8-21,34
ENSMUSG00000092356,GM20532,14,8-21,34
ENSMUSG00000075425,GM13547,39,33-45,31
ENSMUSG00000047363,CSTAD,14,8-21,34
ENSMUSG00000009551,6330409D20RIK,14,8-21,34
ENSMUSG00000079353,GM11099,5,3-7,36
ENSMUSG00000053896,4933409G03RIK,14,8-21,34
ENSMUSG00000079286,GM11084,30,29-33,32
ENSMUSG00000097187,GM19426,50,45-55,30
ENSMUSG00000068824,OLFR1083-PS,14,8-21,34
ENSMUSG00000075165,OLFR1105,24,21-29,33
ENSMUSG00000068818,OLFR1132,77,73-82,26
ENSMUSG00000082754,OLFR1021-PS1,8,7-8,35
ENSMUSG00000047039,OLFR1151,24,21-29,33
ENSMUSG00000046590,OLFR1165-PS,8,7-8,35
ENSMUSG00000075079,OLFR1249,50,45-55,30
ENSMUSG00000075066,OLFR32,77,73-82,26
ENSMUSG00000046085,4931422A03RIK,14,8-21,34
ENSMUSG00000079170,GM13941,14,8-21,34
ENSMUSG00000079169,GM15130,14,8-21,34
ENSMUSG00000046804,PHGR1,8,7-8,35
ENSMUSG00000079039,GM11037,14,8-21,34
ENSMUSG00000037482,ERV3,39,33-45,31
ENSMUSG00000063507,GM1330,5,3-7,36
ENSMUSG00000068134,ZFP120,5,3-7,36
ENSMUSG00000092123,GM17581,14,8-21,34
ENSMUSG00000067786,NNAT,39,33-45,31
ENSMUSG00000044349,SNHG11,24,21-29,33
ENSMUSG00000040132,SVS2,30,29-33,32
ENSMUSG00000016998,SVS4,30,29-33,32
ENSMUSG00000017000,SVS6,39,33-45,31
ENSMUSG00000017004,SVS5,24,21-29,33
ENSMUSG00000017003,SVS3A,39,33-45,31
ENSMUSG00000050383,SVS3B,39,33-45,31
ENSMUSG00000074593,SPINT5,39,33-45,31
ENSMUSG00000078935,1700025C18RIK,14,8-21,34
ENSMUSG00000043583,4930470P17RIK,14,8-21,34
ENSMUSG00000057047,1700010B08RIK,14,8-21,34
ENSMUSG00000098505,GM14496,50,45-55,30
ENSMUSG00000039540,4921524L21RIK,39,33-45,31
ENSMUSG00000054745,GM9955,14,8-21,34
ENSMUSG00000092124,B930094E09RIK,30,29-33,32
ENSMUSG00000044719,E230025N22RIK,62,55-70,29
ENSMUSG00000102836,GM37013,14,8-21,34
ENSMUSG00000069385,GM10267,39,33-45,31
ENSMUSG00000053861,GM9925,14,8-21,34
ENSMUSG00000096597,GM21886,8,7-8,35
ENSMUSG00000110277,GM45871,5,3-7,36
ENSMUSG00000034493,4930556J24RIK,5,3-7,36
ENSMUSG00000079010,GM11032,14,8-21,34
ENSMUSG00000096923,A730071L15RIK,14,8-21,34
ENSMUSG00000099102,GM11983,14,8-21,34
ENSMUSG00000055010,A830031A19RIK,24,21-29,33
ENSMUSG00000032985,5730522E02RIK,14,8-21,34
ENSMUSG00000064010,DPPA1,24,21-29,33
ENSMUSG00000072983,4933414I15RIK,8,7-8,35
ENSMUSG00000045942,BC049762,39,33-45,31
ENSMUSG00000052563,D930048N14RIK,14,8-21,34
ENSMUSG00000081769,GM12216,14,8-21,34
ENSMUSG00000020496,RNF187,24,21-29,33
ENSMUSG00000096083,GM10428,5,3-7,36
ENSMUSG00000020548,1700086D15RIK,14,8-21,34
ENSMUSG00000084387,OLFR379-PS1,14,8-21,34
ENSMUSG00000069804,GM10277,14,8-21,34
ENSMUSG00000020703,5530401A14RIK,14,8-21,34
ENSMUSG00000092157,GM17268,14,8-21,34
