ensembl_gene_id,external_gene_name,gene_age,gene_Interval,gene_branch
ENSGALG00000032664,UBE2B,454,435-473,16
ENSGALG00000006424,JADE2,1578,1496-1660,4
ENSGALG00000006417,SEC24A,1934,1768-2101,2
ENSGALG00000006411,CAMLG,544,473-615,15
ENSGALG00000006404,DDX46,>4290,>4290,0
ENSGALG00000039781,TXNDC15,950,948-952,9
ENSGALG00000006367,PCBD2,1934,1768-2101,2
ENSGALG00000040141,H2AFY,544,473-615,15
ENSGALG00000003972,FAXDC2,1714,1660-1768,3
ENSGALG00000046639,CYP2AC2,645,615-676,14
ENSGALG00000016690,CYP2AC1,645,615-676,14
ENSGALG00000016292,,645,615-676,14
ENSGALG00000047930,,18,0-37,29
ENSGALG00000048175,,18,0-37,29
ENSGALG00000014965,,382,352-413,18
ENSGALG00000014900,,544,473-615,15
ENSGALG00000028489,,382,352-413,18
ENSGALG00000042491,,18,0-37,29
ENSGALG00000048231,,39,37-42,28
ENSGALG00000027316,CRNN,44,42-47,27
ENSGALG00000043660,,89,80-98,25
ENSGALG00000020906,,886,824-948,10
ENSGALG00000035589,,18,0-37,29
ENSGALG00000040264,C9H2ORF82,332,312-352,19
ENSGALG00000001917,SSC4D,987,952-1023,8
ENSGALG00000051520,,174,111-237,23
ENSGALG00000008283,CYP2AB1,424,413-435,17
ENSGALG00000051021,,18,0-37,29
ENSGALG00000052649,HIST1H2B5,18,0-37,29
ENSGALG00000036908,,332,312-352,19
ENSGALG00000054287,,382,352-413,18
ENSGALG00000043676,,18,0-37,29
ENSGALG00000015219,,454,435-473,16
ENSGALG00000033279,RAX,424,413-435,17
ENSGALG00000053276,,18,0-37,29
ENSGALG00000036792,TIGD5,645,615-676,14
ENSGALG00000044970,LARP6L,1578,1496-1660,4
ENSGALG00000041407,,424,413-435,17
ENSGALG00000054562,,39,37-42,28
ENSGALG00000014589,,424,413-435,17
ENSGALG00000001035,,810,797-824,11
ENSGALG00000044471,,544,473-615,15
ENSGALG00000028803,B3GNT4,454,435-473,16
ENSGALG00000008085,NEFH,332,312-352,19
ENSGALG00000051213,DUSP21,382,352-413,18
ENSGALG00000016268,,44,42-47,27
ENSGALG00000041501,AMER3,544,473-615,15
ENSGALG00000053580,,18,0-37,29
ENSGALG00000011566,GYPC,454,435-473,16
ENSGALG00000052907,,18,0-37,29
ENSGALG00000046757,,18,0-37,29
ENSGALG00000054371,,18,0-37,29
ENSGALG00000051123,,18,0-37,29
ENSGALG00000052752,,18,0-37,29
ENSGALG00000052405,,18,0-37,29
ENSGALG00000046789,,18,0-37,29
ENSGALG00000047196,,18,0-37,29
ENSGALG00000051454,,296,280-312,20
ENSGALG00000007882,,296,280-312,20
ENSGALG00000054821,NAALAD2,382,352-413,18
ENSGALG00000017050,SMAD9,424,413-435,17
ENSGALG00000054675,TMEM272,296,280-312,20
ENSGALG00000047120,,18,0-37,29
ENSGALG00000051082,,18,0-37,29
ENSGALG00000017330,RPS3,>4290,>4290,0
ENSGALG00000017302,,454,435-473,16
ENSGALG00000019030,,382,352-413,18
ENSGALG00000031533,,332,312-352,19
ENSGALG00000053527,,332,312-352,19
ENSGALG00000054014,,332,312-352,19
ENSGALG00000053623,,332,312-352,19
ENSGALG00000048553,OR52R1,332,312-352,19
ENSGALG00000030885,OR51M1,174,111-237,23
ENSGALG00000017341,,382,352-413,18
ENSGALG00000004097,LRRC38,424,413-435,17
ENSGALG00000001078,,544,473-615,15
ENSGALG00000051432,,544,473-615,15
ENSGALG00000033569,,18,0-37,29
ENSGALG00000045828,,18,0-37,29
ENSGALG00000039166,,174,111-237,23
ENSGALG00000048513,,18,0-37,29
ENSGALG00000053160,,18,0-37,29
ENSGALG00000033752,,296,280-312,20
ENSGALG00000024335,,296,280-312,20
ENSGALG00000047821,,44,42-47,27
ENSGALG00000016556,,645,615-676,14
ENSGALG00000032335,MARCKSL1,424,413-435,17
ENSGALG00000021561,,454,435-473,16
ENSGALG00000047053,,104,98-111,24
ENSGALG00000041635,CAMK2D,454,435-473,16
ENSGALG00000048579,,174,111-237,23
ENSGALG00000011792,,174,111-237,23
ENSGALG00000052026,,174,111-237,23
ENSGALG00000014225,KCTD8,950,948-952,9
ENSGALG00000015013,MSX1,886,824-948,10
ENSGALG00000015531,,>4290,>4290,0
ENSGALG00000046593,,18,0-37,29
ENSGALG00000044645,C11ORF91,18,0-37,29
ENSGALG00000022531,,680,676-684,13
ENSGALG00000051800,,382,352-413,18
ENSGALG00000043910,OR5AS1,332,312-352,19
ENSGALG00000054149,,332,312-352,19
ENSGALG00000044550,,332,312-352,19
ENSGALG00000051226,OR1052,332,312-352,19
ENSGALG00000004058,GPR146,424,413-435,17
ENSGALG00000013403,MSANTD3,454,435-473,16
ENSGALG00000052767,,18,0-37,29
ENSGALG00000045096,,382,352-413,18
ENSGALG00000036373,,645,615-676,14
ENSGALG00000035701,SMAD3,987,952-1023,8
ENSGALG00000054131,TAL2,544,473-615,15
ENSGALG00000035136,SHOC1,44,42-47,27
ENSGALG00000001347,LHX6,680,676-684,13
ENSGALG00000001950,PMPCA,1934,1768-2101,2
ENSGALG00000001964,INPP5E,1714,1660-1768,3
ENSGALG00000042564,UBAC1,950,948-952,9
ENSGALG00000008228,PPIL3,1578,1496-1660,4
ENSGALG00000005706,HSCB,>4290,>4290,0
ENSGALG00000007732,RTN4R,645,615-676,14
ENSGALG00000007728,,645,615-676,14
ENSGALG00000040463,CABP7,1714,1660-1768,3
ENSGALG00000008073,NF2,544,473-615,15
ENSGALG00000008201,FBXO21,987,952-1023,8
ENSGALG00000008206,TESC,>4290,>4290,0
ENSGALG00000008207,FBXW8,1714,1660-1768,3
ENSGALG00000008217,RNFT2,544,473-615,15
ENSGALG00000031821,C15H12ORF49,1578,1496-1660,4
ENSGALG00000007964,CASTOR1,645,615-676,14
ENSGALG00000038301,NIPSNAP1,1578,1496-1660,4
ENSGALG00000028023,LRRC74B,89,80-98,25
ENSGALG00000008177,NOS1,645,615-676,14
ENSGALG00000020905,KSR2,987,952-1023,8
ENSGALG00000026517,RFC5,>4290,>4290,0
ENSGALG00000008151,WSB2,886,824-948,10
ENSGALG00000039903,VSIG10,544,473-615,15
ENSGALG00000007403,PEBP1,454,435-473,16
ENSGALG00000007396,TAOK3,544,473-615,15
ENSGALG00000007393,SUDS3,987,952-1023,8
ENSGALG00000007383,HSPB8,886,824-948,10
ENSGALG00000005796,XBP1,544,473-615,15
ENSGALG00000005803,ZNRF3,680,676-684,13
ENSGALG00000007185,COQ5,>4290,>4290,0
ENSGALG00000005808,KREMEN1,544,473-615,15
ENSGALG00000043735,,44,42-47,27
ENSGALG00000051117,GIMD1,544,473-615,15
ENSGALG00000033301,DCAF1,950,948-952,9
ENSGALG00000006455,SMPD4,987,952-1023,8
ENSGALG00000003203,,987,952-1023,8
ENSGALG00000034509,DYNLRB1,950,948-952,9
ENSGALG00000038721,MAP1LC3A,1578,1496-1660,4
ENSGALG00000033993,EIF6,>4290,>4290,0
ENSGALG00000041093,MMP24,645,615-676,14
ENSGALG00000031906,FAM83C,544,473-615,15
ENSGALG00000040254,UQCC1,1578,1496-1660,4
ENSGALG00000038355,GDF5,454,435-473,16
ENSGALG00000003932,SDC4,454,435-473,16
ENSGALG00000004321,OSER1,645,615-676,14
ENSGALG00000002362,MANF,987,952-1023,8
ENSGALG00000050969,RBM15B,810,797-824,11
ENSGALG00000027695,PCBP4,454,435-473,16
ENSGALG00000037784,DAG1,987,952-1023,8
ENSGALG00000036089,,544,473-615,15
ENSGALG00000033061,CAMK2B,544,473-615,15
ENSGALG00000038299,NUDCD3,987,952-1023,8
ENSGALG00000052064,MRPS24,950,948-952,9
ENSGALG00000046226,SCARB1,886,824-948,10
ENSGALG00000032146,SLC4A5,987,952-1023,8
ENSGALG00000032415,SEZ6L,645,615-676,14
ENSGALG00000045218,MYO18B,645,615-676,14
ENSGALG00000037097,GRK3,645,615-676,14
ENSGALG00000005634,CRYBA4,454,435-473,16
ENSGALG00000005630,CRYBB1,544,473-615,15
ENSGALG00000007072,ACADS,1578,1496-1660,4
ENSGALG00000014648,CETN3,1714,1660-1768,3
ENSGALG00000015627,HAPLN1,544,473-615,15
ENSGALG00000015603,ZCCHC9,1292,1105-1480,6
ENSGALG00000014703,PRRC1,645,615-676,14
ENSGALG00000000184,SLC27A6,>4290,>4290,0
ENSGALG00000014690,SLC12A2,1292,1105-1480,6
ENSGALG00000027692,MINAR2,645,615-676,14
ENSGALG00000000977,MAPKAP1,645,615-676,14
ENSGALG00000034948,UAP1L1,>4290,>4290,0
ENSGALG00000050757,ZDHHC12,1714,1660-1768,3
ENSGALG00000004702,WDR34,987,952-1023,8
ENSGALG00000004719,SPTAN1,810,797-824,11
ENSGALG00000004767,ODF2,987,952-1023,8
ENSGALG00000001037,SCAI,1578,1496-1660,4
ENSGALG00000001013,PPP6C,>4290,>4290,0
ENSGALG00000005968,MMP11,544,473-615,15
ENSGALG00000003547,SKP2,1934,1768-2101,2
ENSGALG00000003558,NADK2,810,797-824,11
ENSGALG00000014699,MEGF10,645,615-676,14
ENSGALG00000026899,CHSY3,645,615-676,14
ENSGALG00000013493,SPTLC1,>4290,>4290,0
ENSGALG00000015209,NFIL3,810,797-824,11
ENSGALG00000021843,AUH,>4290,>4290,0
ENSGALG00000015216,SYK,645,615-676,14
ENSGALG00000014642,CHD1Z,645,615-676,14
ENSGALG00000031327,,18,0-37,29
ENSGALG00000023157,REEP5,645,615-676,14
ENSGALG00000028324,,544,473-615,15
ENSGALG00000027512,C5ORF30,544,473-615,15
ENSGALG00000003942,LONP2,680,676-684,13
ENSGALG00000028466,,544,473-615,15
ENSGALG00000002531,SF3B3,1934,1768-2101,2
ENSGALG00000008437,NET1,987,952-1023,8
ENSGALG00000008401,ASB13,454,435-473,16
ENSGALG00000055101,TASOR2,645,615-676,14
ENSGALG00000006731,TAF3,886,824-948,10
ENSGALG00000007247,TGFB1I1,886,824-948,10
ENSGALG00000015372,ATP5I,454,435-473,16
ENSGALG00000015374,RBP4,645,615-676,14
ENSGALG00000015376,IDUA,886,824-948,10
ENSGALG00000002242,GALNT9,987,952-1023,8
ENSGALG00000002205,FBRSL1,544,473-615,15
ENSGALG00000002180,CHFR,544,473-615,15
ENSGALG00000002158,GOLGA3,645,615-676,14
ENSGALG00000002143,ANKLE2,987,952-1023,8
ENSGALG00000002137,PGAM5,987,952-1023,8
ENSGALG00000002124,ZDHHC8,680,676-684,13
ENSGALG00000002094,TRMT2A,>4290,>4290,0
ENSGALG00000033126,DGCR8,886,824-948,10
ENSGALG00000007511,ITGB2,645,615-676,14
ENSGALG00000040889,ARMC8,1578,1496-1660,4
ENSGALG00000043797,DBR1,1934,1768-2101,2
ENSGALG00000017333,LCMT2,1292,1105-1480,6
ENSGALG00000006574,CRYGS,645,615-676,14
ENSGALG00000006566,TBCCD1,>4290,>4290,0
ENSGALG00000006564,,1714,1660-1768,3
ENSGALG00000008135,SATB2,645,615-676,14
ENSGALG00000008113,PLCL1,680,676-684,13
ENSGALG00000036471,RFTN2,645,615-676,14
ENSGALG00000008128,MOB4,1292,1105-1480,6
ENSGALG00000009070,HSPE1,1934,1768-2101,2
ENSGALG00000008094,HSPD1,>4290,>4290,0
ENSGALG00000038440,COQ10B,645,615-676,14
ENSGALG00000008038,SF3B1,1934,1768-2101,2
ENSGALG00000007996,ANKRD44,987,952-1023,8
ENSGALG00000008842,PIKFYVE,1714,1660-1768,3
ENSGALG00000005721,DGKG,987,952-1023,8
ENSGALG00000029766,ITGB5,645,615-676,14
ENSGALG00000012481,TNFAIP6,680,676-684,13
ENSGALG00000012484,RIF1,645,615-676,14
ENSGALG00000034171,EPB41L1,987,952-1023,8
ENSGALG00000039479,BPIFC,645,615-676,14
ENSGALG00000003842,GHRH,424,413-435,17
ENSGALG00000003815,RPN2,1714,1660-1768,3
ENSGALG00000003503,MYBL2,>4290,>4290,0
ENSGALG00000003523,IFT52,987,952-1023,8
ENSGALG00000000990,SRSF6,544,473-615,15
ENSGALG00000006842,ACOT8,544,473-615,15
ENSGALG00000035930,PHACTR3,987,952-1023,8
ENSGALG00000021220,PPP1R3D,987,952-1023,8
ENSGALG00000034289,SLC41A3,987,952-1023,8
ENSGALG00000029632,CHST13,645,615-676,14
ENSGALG00000039363,TXNRD3,>4290,>4290,0
ENSGALG00000004657,FBXO2,544,473-615,15
ENSGALG00000050725,SVBP,544,473-615,15
ENSGALG00000041708,WNT4,987,952-1023,8
ENSGALG00000000137,SNRPE,1714,1660-1768,3
ENSGALG00000000583,SOX13,1714,1660-1768,3
ENSGALG00000000557,ETNK2,1714,1660-1768,3
ENSGALG00000000721,SLC41A1,987,952-1023,8
ENSGALG00000026607,,544,473-615,15
ENSGALG00000002157,RPS17,>4290,>4290,0
ENSGALG00000034859,COMMD9,1064,1023-1105,7
ENSGALG00000007920,PRR5L,645,615-676,14
ENSGALG00000007555,CCND1,>4290,>4290,0
ENSGALG00000002861,TMEM170A,645,615-676,14
ENSGALG00000007037,PPP6R3,1714,1660-1768,3
ENSGALG00000004191,RIC8A,1488,1480-1496,5
ENSGALG00000012130,DNAJC24,>4290,>4290,0
ENSGALG00000008440,CHST1,950,948-952,9
ENSGALG00000042895,BCAR1,987,952-1023,8
ENSGALG00000050464,,174,111-237,23
ENSGALG00000041808,ANO1,544,473-615,15
ENSGALG00000006826,KLHL25,645,615-676,14
ENSGALG00000001214,PARD6A,987,952-1023,8
ENSGALG00000008797,WASL,645,615-676,14
ENSGALG00000008776,HYAL6,886,824-948,10
ENSGALG00000008740,POT1,680,676-684,13
ENSGALG00000031689,,645,615-676,14
ENSGALG00000007045,ADGRA1,645,615-676,14
ENSGALG00000007007,,645,615-676,14
ENSGALG00000006989,,987,952-1023,8
ENSGALG00000006983,DNTT,544,473-615,15
ENSGALG00000006973,SH2D6,645,615-676,14
ENSGALG00000006955,CCNJ,>4290,>4290,0
ENSGALG00000030598,BTAF1,1934,1768-2101,2
ENSGALG00000006912,CPEB3,645,615-676,14
ENSGALG00000032234,MARCH5,1292,1105-1480,6
ENSGALG00000038924,IDE,1934,1768-2101,2
ENSGALG00000007503,KMO,1714,1660-1768,3
ENSGALG00000010762,OPN3,645,615-676,14
ENSGALG00000010554,,950,948-952,9
ENSGALG00000010551,CDC42EP3,645,615-676,14
ENSGALG00000005667,UBE2G2,1578,1496-1660,4
ENSGALG00000035696,RRP1B,>4290,>4290,0
ENSGALG00000034396,TMEM50B,1578,1496-1660,4
ENSGALG00000030363,IFNAR1,544,473-615,15
ENSGALG00000047208,,104,98-111,24
ENSGALG00000010098,SLC6A9,645,615-676,14
ENSGALG00000035626,DAD1,1714,1660-1768,3
ENSGALG00000052095,,18,0-37,29
ENSGALG00000054496,,454,435-473,16
ENSGALG00000036191,,454,435-473,16
ENSGALG00000008376,EIF2B5,>4290,>4290,0
ENSGALG00000006052,WDR48,1714,1660-1768,3
ENSGALG00000006112,SCN5A,680,676-684,13
ENSGALG00000053057,,544,473-615,15
ENSGALG00000048383,,544,473-615,15
ENSGALG00000049486,,544,473-615,15
ENSGALG00000048390,,544,473-615,15
ENSGALG00000050715,,544,473-615,15
ENSGALG00000047395,,544,473-615,15
ENSGALG00000054874,,544,473-615,15
ENSGALG00000049010,,544,473-615,15
ENSGALG00000050545,,544,473-615,15
ENSGALG00000048283,,544,473-615,15
ENSGALG00000046719,,544,473-615,15
ENSGALG00000049186,,544,473-615,15
ENSGALG00000051167,,544,473-615,15
ENSGALG00000050477,,544,473-615,15
ENSGALG00000047506,,544,473-615,15
ENSGALG00000052347,,544,473-615,15
ENSGALG00000052566,,18,0-37,29
ENSGALG00000050376,,544,473-615,15
ENSGALG00000050023,,544,473-615,15
ENSGALG00000027242,TTF1,>4290,>4290,0
ENSGALG00000004101,NMUR2,424,413-435,17
ENSGALG00000003122,ZFAND2A,332,312-352,19
ENSGALG00000045037,CYP2W1,382,352-413,18
ENSGALG00000049799,,18,0-37,29
ENSGALG00000048369,,18,0-37,29
ENSGALG00000020003,MAP3K4,>4290,>4290,0
ENSGALG00000011622,MAS1,424,413-435,17
ENSGALG00000011624,PNLDC1,332,312-352,19
ENSGALG00000033245,SMPD2,645,615-676,14
ENSGALG00000009870,IL15,332,312-352,19
ENSGALG00000047433,,332,312-352,19
ENSGALG00000002090,GPSM2,104,98-111,24
ENSGALG00000002106,CLCC1,382,352-413,18
ENSGALG00000013304,SLC5A12,950,948-952,9
ENSGALG00000012194,,544,473-615,15
ENSGALG00000046875,,>4290,>4290,0
ENSGALG00000044261,,>4290,>4290,0
ENSGALG00000013079,,>4290,>4290,0
ENSGALG00000009075,CD99L2,544,473-615,15
ENSGALG00000029836,GPLD1,424,413-435,17
ENSGALG00000011875,TRPC3,950,948-952,9
ENSGALG00000009382,CAPN8,1714,1660-1768,3
ENSGALG00000009388,SUSD4,645,615-676,14
ENSGALG00000031294,MPLKIP,544,473-615,15
ENSGALG00000029677,NME8,332,312-352,19
ENSGALG00000035505,AOAH,382,352-413,18
ENSGALG00000036301,KIAA0895,680,676-684,13
ENSGALG00000041820,NPSR1,382,352-413,18
ENSGALG00000008525,ABHD12,645,615-676,14
ENSGALG00000008508,PYGB,>4290,>4290,0
ENSGALG00000047741,,332,312-352,19
ENSGALG00000051119,PCP4L1,18,0-37,29
ENSGALG00000030502,ADAMTS4,424,413-435,17
ENSGALG00000054971,ARHGAP30,454,435-473,16
ENSGALG00000014716,IL6ST,544,473-615,15
ENSGALG00000013548,GZMA,544,473-615,15
ENSGALG00000011961,TNIP3,680,676-684,13
ENSGALG00000000251,CD79B,332,312-352,19
ENSGALG00000034427,SCN4A,645,615-676,14
ENSGALG00000003476,ERN1,680,676-684,13
ENSGALG00000046125,PECAM1,544,473-615,15
ENSGALG00000010370,MED12L,680,676-684,13
ENSGALG00000010377,GPR87,544,473-615,15
ENSGALG00000012796,KIAA1549,382,352-413,18
ENSGALG00000040666,ATP6V0A4,>4290,>4290,0
ENSGALG00000012823,TRIM24,454,435-473,16
ENSGALG00000026914,DOK3,332,312-352,19
ENSGALG00000009457,PFN3,645,615-676,14
ENSGALG00000003113,RGS14,544,473-615,15
ENSGALG00000028543,FGFR4,332,312-352,19
ENSGALG00000001158,UIMC1,645,615-676,14
ENSGALG00000027287,HK3,1714,1660-1768,3
ENSGALG00000026037,EIF4E1B,680,676-684,13
ENSGALG00000003285,CDHR2,424,413-435,17
ENSGALG00000003377,SIMC1,645,615-676,14
ENSGALG00000049986,,44,42-47,27
ENSGALG00000042642,RARRES2,382,352-413,18
ENSGALG00000021570,ZBTB6,424,413-435,17
ENSGALG00000039209,WIF1,1064,1023-1105,7
ENSGALG00000019358,LLPH,332,312-352,19
ENSGALG00000009885,HELB,544,473-615,15
ENSGALG00000009904,IL22,424,413-435,17
ENSGALG00000009905,MDM1,544,473-615,15
ENSGALG00000009927,RAP1B,454,435-473,16
ENSGALG00000047495,LRRC10,454,435-473,16
ENSGALG00000004793,,18,0-37,29
ENSGALG00000004799,,645,615-676,14
ENSGALG00000011186,ERMARD,1488,1480-1496,5
ENSGALG00000011189,TCTE3,950,948-952,9
ENSGALG00000049260,,645,615-676,14
ENSGALG00000011459,,645,615-676,14
ENSGALG00000035493,POC1B,454,435-473,16
ENSGALG00000030550,ATP2B1,382,352-413,18
ENSGALG00000017154,ZC3H12C,544,473-615,15
ENSGALG00000019231,CD200R1,544,473-615,15
ENSGALG00000015191,CD200R1L,544,473-615,15
ENSGALG00000001791,,950,948-952,9
ENSGALG00000052887,,>4290,>4290,0
ENSGALG00000049652,,>4290,>4290,0
ENSGALG00000053446,,>4290,>4290,0
ENSGALG00000039288,RBM10,680,676-684,13
ENSGALG00000003839,GRM2,987,952-1023,8
ENSGALG00000043359,RRP9,>4290,>4290,0
ENSGALG00000038624,,645,615-676,14
ENSGALG00000003138,OXTR,645,615-676,14
ENSGALG00000008378,SRGAP3,645,615-676,14
ENSGALG00000004758,KCNB1,680,676-684,13
ENSGALG00000004736,STAU1,987,952-1023,8
ENSGALG00000037455,PBRM1,1292,1105-1480,6
ENSGALG00000007139,FAM107A,680,676-684,13
ENSGALG00000007152,FAM3D,645,615-676,14
ENSGALG00000007168,C3ORF67,987,952-1023,8
ENSGALG00000007177,PTPRG,645,615-676,14
ENSGALG00000007268,,987,952-1023,8
ENSGALG00000002848,OPN1MSW,544,473-615,15
ENSGALG00000042148,FKBP5,>4290,>4290,0
ENSGALG00000000533,SRSF3,950,948-952,9
ENSGALG00000000544,,332,312-352,19
ENSGALG00000004920,TRUB2,810,797-824,11
ENSGALG00000024024,TGFA,544,473-615,15
ENSGALG00000006053,SLC2A11,>4290,>4290,0
ENSGALG00000019514,CNDP2,645,615-676,14
ENSGALG00000001800,DUS3L,>4290,>4290,0
ENSGALG00000040724,AKAP9,680,676-684,13
ENSGALG00000009365,CYP51A1,645,615-676,14
ENSGALG00000042651,KRIT1,680,676-684,13
ENSGALG00000042941,MRPL9,454,435-473,16
ENSGALG00000040696,PRCC,454,435-473,16
ENSGALG00000032847,HDGF,454,435-473,16
ENSGALG00000045469,BCAN,454,435-473,16
ENSGALG00000037787,MEF2D,454,435-473,16
ENSGALG00000039643,TMEM79,645,615-676,14
ENSGALG00000037805,RPS19,18,0-37,29
ENSGALG00000052856,,18,0-37,29
ENSGALG00000033653,,987,952-1023,8
ENSGALG00000027372,PIP5K1A,1714,1660-1768,3
ENSGALG00000028505,PSMD4,>4290,>4290,0
ENSGALG00000040270,ZNF687,454,435-473,16
ENSGALG00000004261,AQP9,544,473-615,15
ENSGALG00000041878,AQP5,544,473-615,15
ENSGALG00000039865,HAX1,454,435-473,16
ENSGALG00000024094,UBAP2L,886,824-948,10
ENSGALG00000034258,C25H1ORF43,950,948-952,9
ENSGALG00000032955,TUFT1,454,435-473,16
ENSGALG00000051065,PYGO2,987,952-1023,8
ENSGALG00000036125,SHE,454,435-473,16
ENSGALG00000026613,,454,435-473,16
ENSGALG00000037599,,454,435-473,16
ENSGALG00000028774,S100A10,454,435-473,16
ENSGALG00000053980,,454,435-473,16
ENSGALG00000041826,S100A6,454,435-473,16
ENSGALG00000007288,SNTN,454,435-473,16
ENSGALG00000036711,S100A11,332,312-352,19
ENSGALG00000028664,CKS1B,>4290,>4290,0
ENSGALG00000052421,,454,435-473,16
ENSGALG00000028924,S100A16,332,312-352,19
ENSGALG00000040687,SNX27,987,952-1023,8
ENSGALG00000027351,LRRC71,44,42-47,27
ENSGALG00000014638,ASH1L,>4290,>4290,0
ENSGALG00000048712,,645,615-676,14
ENSGALG00000041797,,454,435-473,16
ENSGALG00000029140,CRABP2,950,948-952,9
ENSGALG00000052471,MRPS21,174,111-237,23
ENSGALG00000014656,RPRD2,987,952-1023,8
ENSGALG00000028478,CELF3,454,435-473,16
ENSGALG00000039141,CERS2,950,948-952,9
ENSGALG00000029444,CLK2,>4290,>4290,0
ENSGALG00000000790,DNAJC8,987,952-1023,8
ENSGALG00000000814,HNRNPR,>4290,>4290,0
ENSGALG00000033960,ADGRB1,645,615-676,14
ENSGALG00000040364,HERPUD2,987,952-1023,8
ENSGALG00000011405,SLC4A7,987,952-1023,8
ENSGALG00000027247,EOMES,987,952-1023,8
ENSGALG00000011439,RBMS3,645,615-676,14
ENSGALG00000011442,TGFBR2,987,952-1023,8
ENSGALG00000011465,STT3B,>4290,>4290,0
ENSGALG00000050427,OSBPL10,>4290,>4290,0
ENSGALG00000043283,LGI2,544,473-615,15
ENSGALG00000014386,SEPSECS,1934,1768-2101,2
ENSGALG00000015080,SLC24A2,950,948-952,9
ENSGALG00000032002,RPL34,645,615-676,14
ENSGALG00000010526,OSTC,1578,1496-1660,4
ENSGALG00000034741,ETNPPL,645,615-676,14
ENSGALG00000039411,COL25A1,89,80-98,25
ENSGALG00000012048,LARP7,1292,1105-1480,6
ENSGALG00000001370,ADAMTS8,454,435-473,16
ENSGALG00000020554,ADAMTSL1,645,615-676,14
ENSGALG00000015090,PLIN2,680,676-684,13
ENSGALG00000015083,DENND4C,1292,1105-1480,6
ENSGALG00000015091,HAUS6,680,676-684,13
ENSGALG00000001782,PLAA,1934,1768-2101,2
ENSGALG00000027428,ZDHHC21,>4290,>4290,0
ENSGALG00000005441,NFIB,987,952-1023,8
ENSGALG00000012292,BANK1,680,676-684,13
ENSGALG00000039498,PPP3CA,645,615-676,14
ENSGALG00000047632,,18,0-37,29
ENSGALG00000010093,BRMS1L,950,948-952,9
ENSGALG00000053274,PPP1R14B,18,0-37,29
ENSGALG00000038219,NAA40,63,47-80,26
ENSGALG00000048866,MARK2,544,473-615,15
ENSGALG00000006147,NUCB2,987,952-1023,8
ENSGALG00000029679,PLEKHA7,680,676-684,13
ENSGALG00000006074,SOX6,1714,1660-1768,3
ENSGALG00000030966,MAPK13,>4290,>4290,0
ENSGALG00000002170,,810,797-824,11
ENSGALG00000033941,RORC,810,797-824,11
ENSGALG00000033204,PQLC2,645,615-676,14
ENSGALG00000001976,TRIM33,645,615-676,14
ENSGALG00000002002,BCAS2,1714,1660-1768,3
ENSGALG00000043920,OTUD3,987,952-1023,8
ENSGALG00000035387,TMEM240,544,473-615,15
ENSGALG00000041401,SDHB,1934,1768-2101,2
ENSGALG00000003774,ATP13A2,>4290,>4290,0
ENSGALG00000003734,SZRD1,680,676-684,13
ENSGALG00000006817,CTNNBL1,645,615-676,14
ENSGALG00000003045,E2F1,1934,1768-2101,2
ENSGALG00000002968,ZNF341,680,676-684,13
ENSGALG00000040474,ITCH,544,473-615,15
ENSGALG00000009421,SRSF5,645,615-676,14
ENSGALG00000009619,GPR176,645,615-676,14
ENSGALG00000009637,EMC7,1578,1496-1660,4
ENSGALG00000009642,AVEN,645,615-676,14
ENSGALG00000009725,SCG5,645,615-676,14
ENSGALG00000011093,AK7,987,952-1023,8
ENSGALG00000013829,REPS1,1714,1660-1768,3
ENSGALG00000013826,ABRACL,680,676-684,13
ENSGALG00000013824,HECA,544,473-615,15
ENSGALG00000017097,MTIF3,645,615-676,14
ENSGALG00000039576,KNSTRN,454,435-473,16
ENSGALG00000045185,,645,615-676,14
ENSGALG00000028940,NUDT14,987,952-1023,8
ENSGALG00000011801,ESR2,950,948-952,9
ENSGALG00000011811,SYNE2,544,473-615,15
ENSGALG00000048459,GAREM2,680,676-684,13
ENSGALG00000016555,HADHB,950,948-952,9
ENSGALG00000019842,TFAP2D,987,952-1023,8
ENSGALG00000016680,TFAP2B,645,615-676,14
ENSGALG00000013892,MAP3K5,544,473-615,15
ENSGALG00000012388,PCMT1,>4290,>4290,0
ENSGALG00000012387,NUP43,1578,1496-1660,4
ENSGALG00000012386,LATS1,950,948-952,9
ENSGALG00000016535,RAB10,645,615-676,14
ENSGALG00000026973,KIF3C,1714,1660-1768,3
ENSGALG00000013468,TLR3,645,615-676,14
ENSGALG00000046411,,18,0-37,29
ENSGALG00000015546,TBC1D14,645,615-676,14
ENSGALG00000015538,KIAA0232,680,676-684,13
ENSGALG00000010026,PPP1CB,1292,1105-1480,6
ENSGALG00000039409,RELA,44,42-47,27
ENSGALG00000047273,DRAP1,18,0-37,29
ENSGALG00000048025,,18,0-37,29
ENSGALG00000012074,ALPK1,645,615-676,14
ENSGALG00000038229,OTUB1,1578,1496-1660,4
ENSGALG00000041418,NDUFS2,1578,1496-1660,4
ENSGALG00000006017,DOCK11,1578,1496-1660,4
ENSGALG00000012076,TIFA,645,615-676,14
ENSGALG00000006096,RPS13,>4290,>4290,0
ENSGALG00000006121,PIK3C2A,1064,1023-1105,7
ENSGALG00000029308,PNPLA3,645,615-676,14
ENSGALG00000031457,TDG,987,952-1023,8
ENSGALG00000030933,C1H12ORF73,645,615-676,14
ENSGALG00000045949,EFCAB10,680,676-684,13
ENSGALG00000014194,SAMM50,>4290,>4290,0
